Title,Context,id,Question,Answer
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,"I. Mustafa, Davut Paşa'yı azletti ancak neyi durmadı?",isyanlar
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,neyi Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu?,İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı?,Şeyhülislâm Yahya Efendi ve devlet erkânı
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı?,Şeyhülislâm Yahya Efendi ve devlet erkânı
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,I. Mustafa
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,I. Mustafa 1.5 yıl daha hüküm sürdükten sonra ne için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,akıl sağlığı bozuk olduğu için
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,I. Mustafa 1.5 yıl daha hüküm sürdükten sonra ne için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,akıl sağlığı bozuk olduğu için
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,I. Mustafa
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,I. Mustafa 1.5 yıl daha hüküm sürdükten sonra ne için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,akıl sağlığı bozuk olduğu için
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,I. Mustafa 1.5 yıl daha hüküm sürdükten sonra ne için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,akıl sağlığı bozuk olduğu için
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,I. Mustafa 1.5 yıl daha hüküm sürdükten sonra ne için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi?,akıl sağlığı bozuk olduğu için
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,"I. Mustafa, neye rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır?",annesinin ve kızlar ağasının özendirmelerine rağmen
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,"I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kime ilgi ve alaka duymamış ve çocuğu olmamıştır?",kadınlara
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Sultan I. Mustafa tahttan indirildikten sonra kaç yıl daha yaşadı?,15 yıl
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim tahttan indirildikten sonra 15 yıl daha yaşadı?,Sultan I. Mustafa
İstanbul'un Fethi,"Genç Osman'ın isyancılar tarafından öldürülmesinden dolayı I. Mustafa tekrar tahta çıktı. Bu sırada Sultan II. Osman'ın, veziriazam Kara Davut Paşa tarafından şehit ettirilmesi büyük karışıklıklara sebep oldu. I. Mustafa, Davut Paşa'yı azletti ancak isyanlar durmadı. İstanbul'da oluşan karışıklıklar ve Anadolu'da meydana gelen isyanlar, Osmanlı Devleti'nin başında devlet işlerinden anlayan ve bunu yapmak isteyen bir padişahın bulunmasını gerekli kılıyordu. Şeyhülislâm Yahya Efendi ve devlet erkânı, I. Mustafa'nın yerine IV. Murad'ın tahta geçmesi konusunda karara vardı. I. Mustafa 1.5 yıl daha hüküm sürdükten sonra akıl sağlığı bozuk olduğu için 10 Eylül 1623 tarihinde Şeyhülislam'ın fetvası ile tekrar tahttan indirilip yerine 11 yaşındaki diğer yeğeni ve Kösem Sultan'ın oğlu olan IV. Murat geçirildi. I. Mustafa, annesinin ve kızlar ağasının özendirmelerine rağmen kadınlara ilgi ve alaka duymamış ve çocuğu olmamıştır. Sultan I. Mustafa tahttan indirildikten sonra 15 yıl daha yaşadı. I. Mustafa, 20 Ocak 1639 günü Topkapı Sarayı'nda geçirdiği bir sara krizi nedeniyle öldüğü sanılmaktadır. Bir rivayete göreyse IV. Murad'ın emriyle I. Mustafa öldürülmüştür. I. Mustafa'nın naaşı, Ayasofya Camii'nde Roma döneminde vaftizhane olarak kullanılan yapıya defnedilmiştir.",2,Kim tahttan indirildikten sonra 15 yıl daha yaşadı?,Sultan I. Mustafa
